offer_id,product_id,platform,payout_type,offer_price,commission_rate,fixed_commission_amount,commission_per_lead,cookie_duration_days,recurring_commission,affiliate_url,offer_status
O00539,P0216,Amazon Associates,lead,,,,31.77,0,False,https://example.com/offers/o00539,active
O00540,P0216,Direct Program,one_time,42.98,0.6382,,,30,False,https://example.com/offers/o00540,active
O00541,P0217,ShareASale,fixed_amount,,,27.04,,90,False,https://example.com/offers/o00541,active
O00542,P0218,ShareASale,lead,,,,37.14,90,False,https://example.com/offers/o00542,active
O00543,P0218,Awin,one_time,455.37,0.671,,,0,False,https://example.com/offers/o00543,active
O00544,P0219,Impact,one_time,306.69,0.7416,,,60,False,https://example.com/offers/o00544,unknown
O00545,P0219,ShareASale,recurring,331.58,0.3484,,,14,True,https://example.com/offers/o00545,active
O00546,P0219,ShareASale,fixed_amount,,,66.18,,60,False,https://example.com/offers/o00546,unknown
O00547,P0220,Awin,recurring,421.17,0.3357,,,7,True,https://example.com/offers/o00547,unknown
O00548,P0220,Rakuten Advertising,fixed_amount,,,17.08,,14,False,https://example.com/offers/o00548,active
O00549,P0220,PartnerStack,lead,,,,28.34,30,False,https://example.com/offers/o00549,inactive
O00550,P0220,PartnerStack,one_time,345.99,0.0334,,,90,False,https://example.com/offers/o00550,active
O00551,P0221,Amazon Associates,fixed_amount,,,77.38,,1,False,https://example.com/offers/o00551,active
O00552,P0222,CJ Affiliate,lead,,,,33.5,7,False,https://example.com/offers/o00552,active
O00553,P0222,Rakuten Advertising,one_time,35.02,0.3761,,,60,False,https://example.com/offers/o00553,active
O00554,P0223,Direct Program,one_time,146.8,0.3123,,,7,False,https://example.com/offers/o00554,inactive
O00555,P0223,Rakuten Advertising,recurring,145.21,0.3497,,,1,True,https://example.com/offers/o00555,active
O00556,P0223,Awin,fixed_amount,,,89.41,,0,False,https://example.com/offers/o00556,active
O00557,P0224,ShareASale,recurring,165.26,0.5835,,,1,True,https://example.com/offers/o00557,active
O00558,P0224,Impact,fixed_amount,,,13.53,,60,False,https://example.com/offers/o00558,inactive
O00559,P0224,CJ Affiliate,lead,,,,25.8,14,False,https://example.com/offers/o00559,inactive
O00560,P0224,Rakuten Advertising,one_time,190.24,0.7182,,,1,False,https://example.com/offers/o00560,unknown
O00561,P0225,Rakuten Advertising,fixed_amount,,,19.1,,90,False,https://example.com/offers/o00561,inactive
O00562,P0226,PartnerStack,lead,,,,35.23,7,False,https://example.com/offers/o00562,inactive
O00563,P0226,ShareASale,one_time,165.39,0.0692,,,7,False,https://example.com/offers/o00563,active
O00564,P0227,CJ Affiliate,one_time,277.86,0.0369,,,0,False,https://example.com/offers/o00564,inactive
O00565,P0227,Awin,recurring,290.71,0.5546,,,90,True,https://example.com/offers/o00565,active
O00566,P0227,ShareASale,fixed_amount,,,42.81,,14,False,https://example.com/offers/o00566,active
O00567,P0228,Amazon Associates,recurring,378.97,0.2678,,,90,True,https://example.com/offers/o00567,inactive
O00568,P0228,CJ Affiliate,fixed_amount,,,137.28,,1,False,https://example.com/offers/o00568,active
O00569,P0228,Awin,lead,,,,35.63,60,False,https://example.com/offers/o00569,active
O00570,P0228,ShareASale,one_time,420.48,0.3126,,,30,False,https://example.com/offers/o00570,inactive
O00571,P0229,Amazon Associates,fixed_amount,,,117.01,,30,False,https://example.com/offers/o00571,unknown
O00572,P0230,Awin,lead,,,,53.72,1,False,https://example.com/offers/o00572,inactive
O00573,P0230,Direct Program,one_time,267.8,0.2041,,,14,False,https://example.com/offers/o00573,unknown
O00574,P0231,Rakuten Advertising,one_time,7.73,0.6657,,,30,False,https://example.com/offers/o00574,active
O00575,P0231,Awin,recurring,8.09,0.2751,,,1,True,https://example.com/offers/o00575,unknown
O00576,P0231,Amazon Associates,fixed_amount,,,96.12,,1,False,https://example.com/offers/o00576,unknown
O00577,P0232,CJ Affiliate,recurring,548.03,0.6375,,,14,True,https://example.com/offers/o00577,active
O00578,P0232,Awin,fixed_amount,,,44.48,,30,False,https://example.com/offers/o00578,active
O00579,P0232,Amazon Associates,lead,,,,65.54,30,False,https://example.com/offers/o00579,active
O00580,P0232,PartnerStack,one_time,419.23,0.3335,,,0,False,https://example.com/offers/o00580,active
O00581,P0233,Rakuten Advertising,fixed_amount,,,49.61,,30,False,https://example.com/offers/o00581,active
O00582,P0234,Direct Program,lead,,,,17.19,60,False,https://example.com/offers/o00582,active
O00583,P0234,ShareASale,one_time,6.98,0.1048,,,14,False,https://example.com/offers/o00583,inactive
O00584,P0235,Awin,one_time,365.87,0.2591,,,14,False,https://example.com/offers/o00584,unknown
O00585,P0235,Awin,recurring,284.49,0.5624,,,0,True,https://example.com/offers/o00585,active
O00586,P0235,Impact,fixed_amount,,,5.37,,1,False,https://example.com/offers/o00586,active
O00587,P0236,Rakuten Advertising,recurring,246.37,0.7212,,,90,True,https://example.com/offers/o00587,active
O00588,P0236,Awin,fixed_amount,,,8.02,,0,False,https://example.com/offers/o00588,active
O00589,P0236,PartnerStack,lead,,,,2.95,90,False,https://example.com/offers/o00589,inactive
O00590,P0236,PartnerStack,one_time,244.76,0.5083,,,14,False,https://example.com/offers/o00590,inactive
O00591,P0237,ShareASale,fixed_amount,,,61.8,,60,False,https://example.com/offers/o00591,inactive
O00592,P0238,Amazon Associates,lead,,,,26.82,1,False,https://example.com/offers/o00592,active
O00593,P0238,PartnerStack,one_time,483.61,0.583,,,90,False,https://example.com/offers/o00593,active
O00594,P0239,Impact,one_time,315.05,0.5208,,,1,False,https://example.com/offers/o00594,unknown
O00595,P0239,Direct Program,recurring,352.9,0.6869,,,0,True,https://example.com/offers/o00595,active
O00596,P0239,Impact,fixed_amount,,,57.36,,0,False,https://example.com/offers/o00596,inactive
O00597,P0240,PartnerStack,recurring,45.51,0.4856,,,14,True,https://example.com/offers/o00597,active
O00598,P0240,Rakuten Advertising,fixed_amount,,,27.36,,14,False,https://example.com/offers/o00598,unknown
O00599,P0240,Direct Program,lead,,,,24.78,30,False,https://example.com/offers/o00599,active
O00600,P0240,Direct Program,one_time,37.94,0.626,,,7,False,https://example.com/offers/o00600,unknown
O00601,P0241,Impact,fixed_amount,,,29.75,,30,False,https://example.com/offers/o00601,inactive
O00602,P0242,Impact,lead,,,,8.19,60,False,https://example.com/offers/o00602,active
O00603,P0242,Impact,one_time,328.4,0.5252,,,30,False,https://example.com/offers/o00603,inactive
O00604,P0243,Amazon Associates,one_time,354.97,0.4258,,,1,False,https://example.com/offers/o00604,active
O00605,P0243,Impact,recurring,462.11,0.5448,,,7,True,https://example.com/offers/o00605,active
O00606,P0243,PartnerStack,fixed_amount,,,95.06,,1,False,https://example.com/offers/o00606,active
O00607,P0244,Direct Program,recurring,229.28,0.6425,,,0,True,https://example.com/offers/o00607,inactive
O00608,P0244,Direct Program,fixed_amount,,,145.31,,60,False,https://example.com/offers/o00608,active
O00609,P0244,Awin,lead,,,,8.04,0,False,https://example.com/offers/o00609,inactive
O00610,P0244,CJ Affiliate,one_time,195.85,0.4541,,,0,False,https://example.com/offers/o00610,inactive
O00611,P0245,CJ Affiliate,fixed_amount,,,115.11,,0,False,https://example.com/offers/o00611,unknown
O00612,P0246,PartnerStack,lead,,,,37.78,90,False,https://example.com/offers/o00612,inactive
O00613,P0246,Impact,one_time,146.77,0.516,,,7,False,https://example.com/offers/o00613,inactive
O00614,P0247,Impact,one_time,292.86,0.3814,,,1,False,https://example.com/offers/o00614,unknown
O00615,P0247,Impact,recurring,367.04,0.4361,,,7,True,https://example.com/offers/o00615,active
O00616,P0247,ShareASale,fixed_amount,,,94.77,,30,False,https://example.com/offers/o00616,active
O00617,P0248,Direct Program,recurring,329.16,0.1877,,,0,True,https://example.com/offers/o00617,active
O00618,P0248,Impact,fixed_amount,,,18.08,,90,False,https://example.com/offers/o00618,active
O00619,P0248,Direct Program,lead,,,,8.51,1,False,https://example.com/offers/o00619,active
O00620,P0248,ShareASale,one_time,335.04,0.2843,,,14,False,https://example.com/offers/o00620,unknown
O00621,P0249,Awin,fixed_amount,,,32.73,,30,False,https://example.com/offers/o00621,inactive
O00622,P0250,Direct Program,lead,,,,33.6,1,False,https://example.com/offers/o00622,unknown
O00623,P0250,Rakuten Advertising,one_time,183.91,0.5732,,,30,False,https://example.com/offers/o00623,active
O00624,P0251,CJ Affiliate,one_time,312.28,0.7157,,,30,False,https://example.com/offers/o00624,inactive
O00625,P0251,ShareASale,recurring,278.84,0.3794,,,60,True,https://example.com/offers/o00625,active
O00626,P0251,ShareASale,fixed_amount,,,49.83,,0,False,https://example.com/offers/o00626,unknown
O00627,P0252,Direct Program,recurring,299.71,0.5972,,,7,True,https://example.com/offers/o00627,active
O00628,P0252,Amazon Associates,fixed_amount,,,82.25,,1,False,https://example.com/offers/o00628,unknown
O00629,P0252,ShareASale,lead,,,,13.92,7,False,https://example.com/offers/o00629,active
O00630,P0252,ShareASale,one_time,267.46,0.3238,,,7,False,https://example.com/offers/o00630,active
O00631,P0253,ShareASale,fixed_amount,,,101.81,,0,False,https://example.com/offers/o00631,unknown
O00632,P0254,CJ Affiliate,lead,,,,57.44,30,False,https://example.com/offers/o00632,active
O00633,P0254,Awin,one_time,320.15,0.6091,,,60,False,https://example.com/offers/o00633,unknown
O00634,P0255,Awin,one_time,14.49,0.3165,,,30,False,https://example.com/offers/o00634,active
O00635,P0255,PartnerStack,recurring,13.71,0.2306,,,1,True,https://example.com/offers/o00635,unknown
O00636,P0255,Rakuten Advertising,fixed_amount,,,120.26,,1,False,https://example.com/offers/o00636,inactive
O00637,P0256,Awin,recurring,359.37,0.3543,,,14,True,https://example.com/offers/o00637,active
O00638,P0256,Awin,fixed_amount,,,127.38,,0,False,https://example.com/offers/o00638,unknown
O00639,P0256,Direct Program,lead,,,,6.93,1,False,https://example.com/offers/o00639,inactive
O00640,P0256,PartnerStack,one_time,358.79,0.0939,,,30,False,https://example.com/offers/o00640,active
O00641,P0257,Amazon Associates,fixed_amount,,,126.76,,60,False,https://example.com/offers/o00641,unknown
O00642,P0258,ShareASale,lead,,,,12.48,7,False,https://example.com/offers/o00642,unknown
O00643,P0258,Impact,one_time,286.39,0.4299,,,90,False,https://example.com/offers/o00643,active
O00644,P0259,PartnerStack,one_time,253.95,0.5113,,,90,False,https://example.com/offers/o00644,unknown
O00645,P0259,ShareASale,recurring,317.36,0.0422,,,60,True,https://example.com/offers/o00645,active
O00646,P0259,ShareASale,fixed_amount,,,67.93,,14,False,https://example.com/offers/o00646,active
O00647,P0260,Awin,recurring,467.55,0.5784,,,1,True,https://example.com/offers/o00647,active
O00648,P0260,ShareASale,fixed_amount,,,58.51,,7,False,https://example.com/offers/o00648,active
O00649,P0260,ShareASale,lead,,,,41.61,0,False,https://example.com/offers/o00649,active
O00650,P0260,Rakuten Advertising,one_time,442.72,0.7161,,,7,False,https://example.com/offers/o00650,unknown
O00651,P0261,Impact,fixed_amount,,,34.44,,7,False,https://example.com/offers/o00651,active
O00652,P0262,CJ Affiliate,lead,,,,33.97,14,False,https://example.com/offers/o00652,active
O00653,P0262,Awin,one_time,567.61,0.6265,,,30,False,https://example.com/offers/o00653,active
O00654,P0263,CJ Affiliate,one_time,349.17,0.0158,,,60,False,https://example.com/offers/o00654,active
O00655,P0263,PartnerStack,recurring,358.36,0.7411,,,90,True,https://example.com/offers/o00655,active
O00656,P0263,CJ Affiliate,fixed_amount,,,135.5,,60,False,https://example.com/offers/o00656,active
O00657,P0264,Awin,recurring,254.72,0.3895,,,90,True,https://example.com/offers/o00657,active
O00658,P0264,Rakuten Advertising,fixed_amount,,,103.39,,7,False,https://example.com/offers/o00658,active
O00659,P0264,Awin,lead,,,,59.62,14,False,https://example.com/offers/o00659,active
O00660,P0264,Amazon Associates,one_time,257.86,0.4912,,,90,False,https://example.com/offers/o00660,active
O00661,P0265,Rakuten Advertising,fixed_amount,,,24.98,,90,False,https://example.com/offers/o00661,active
O00662,P0266,PartnerStack,lead,,,,32.91,0,False,https://example.com/offers/o00662,active
O00663,P0266,Amazon Associates,one_time,318.85,0.0198,,,7,False,https://example.com/offers/o00663,active
O00664,P0267,Amazon Associates,one_time,369.53,0.5317,,,60,False,https://example.com/offers/o00664,active
O00665,P0267,Impact,recurring,347.29,0.5455,,,7,True,https://example.com/offers/o00665,active
O00666,P0267,Amazon Associates,fixed_amount,,,29.79,,7,False,https://example.com/offers/o00666,active
O00667,P0268,ShareASale,recurring,300.79,0.5516,,,30,True,https://example.com/offers/o00667,active
O00668,P0268,Amazon Associates,fixed_amount,,,133.42,,1,False,https://example.com/offers/o00668,active
O00669,P0268,ShareASale,lead,,,,38.28,0,False,https://example.com/offers/o00669,active
O00670,P0268,PartnerStack,one_time,218.68,0.3866,,,1,False,https://example.com/offers/o00670,active
O00671,P0269,Amazon Associates,fixed_amount,,,47.45,,90,False,https://example.com/offers/o00671,inactive
O00672,P0270,Rakuten Advertising,lead,,,,15.41,90,False,https://example.com/offers/o00672,active
O00673,P0270,Direct Program,one_time,350.47,0.7206,,,30,False,https://example.com/offers/o00673,active
O00674,P0271,Rakuten Advertising,one_time,559.51,0.423,,,90,False,https://example.com/offers/o00674,active
O00675,P0271,Amazon Associates,recurring,569.28,0.562,,,60,True,https://example.com/offers/o00675,active
O00676,P0271,Impact,fixed_amount,,,64.43,,60,False,https://example.com/offers/o00676,inactive
O00677,P0272,ShareASale,recurring,169.07,0.5844,,,30,True,https://example.com/offers/o00677,active
O00678,P0272,Awin,fixed_amount,,,144.68,,7,False,https://example.com/offers/o00678,active
O00679,P0272,Amazon Associates,lead,,,,13.86,30,False,https://example.com/offers/o00679,unknown
O00680,P0272,CJ Affiliate,one_time,143.13,0.261,,,1,False,https://example.com/offers/o00680,inactive
O00681,P0273,Awin,fixed_amount,,,29.95,,1,False,https://example.com/offers/o00681,active
O00682,P0274,PartnerStack,lead,,,,23.21,90,False,https://example.com/offers/o00682,inactive
O00683,P0274,Impact,one_time,174.68,0.5404,,,60,False,https://example.com/offers/o00683,active
O00684,P0275,CJ Affiliate,one_time,334.98,0.1432,,,30,False,https://example.com/offers/o00684,inactive
O00685,P0275,Impact,recurring,404.86,0.4685,,,14,True,https://example.com/offers/o00685,unknown
O00686,P0275,PartnerStack,fixed_amount,,,28.43,,60,False,https://example.com/offers/o00686,active
O00687,P0276,Impact,recurring,270.65,0.2678,,,30,True,https://example.com/offers/o00687,active
O00688,P0276,CJ Affiliate,fixed_amount,,,44.27,,14,False,https://example.com/offers/o00688,inactive
O00689,P0276,Impact,lead,,,,55.01,1,False,https://example.com/offers/o00689,active
O00690,P0276,Impact,one_time,367.27,0.4465,,,30,False,https://example.com/offers/o00690,inactive
O00691,P0277,Awin,fixed_amount,,,129.89,,14,False,https://example.com/offers/o00691,active
O00692,P0278,Impact,lead,,,,63.81,1,False,https://example.com/offers/o00692,inactive
O00693,P0278,CJ Affiliate,one_time,315.96,0.0824,,,7,False,https://example.com/offers/o00693,active
O00694,P0279,CJ Affiliate,one_time,338.49,0.6127,,,1,False,https://example.com/offers/o00694,active
O00695,P0279,Amazon Associates,recurring,383.9,0.349,,,7,True,https://example.com/offers/o00695,unknown
O00696,P0279,PartnerStack,fixed_amount,,,65.72,,90,False,https://example.com/offers/o00696,active
O00697,P0280,CJ Affiliate,recurring,280.58,0.5326,,,30,True,https://example.com/offers/o00697,unknown
O00698,P0280,Direct Program,fixed_amount,,,41.12,,1,False,https://example.com/offers/o00698,inactive
O00699,P0280,Impact,lead,,,,10.29,30,False,https://example.com/offers/o00699,active
O00700,P0280,Impact,one_time,360.1,0.1675,,,14,False,https://example.com/offers/o00700,active
O00701,P0281,CJ Affiliate,fixed_amount,,,129.27,,60,False,https://example.com/offers/o00701,inactive
O00702,P0282,Amazon Associates,lead,,,,31.17,1,False,https://example.com/offers/o00702,unknown
O00703,P0282,PartnerStack,one_time,553.15,0.1061,,,0,False,https://example.com/offers/o00703,unknown
O00704,P0283,Direct Program,one_time,72.68,0.4806,,,30,False,https://example.com/offers/o00704,active
O00705,P0283,ShareASale,recurring,65.32,0.5393,,,0,True,https://example.com/offers/o00705,inactive
O00706,P0283,Rakuten Advertising,fixed_amount,,,21.0,,0,False,https://example.com/offers/o00706,inactive
O00707,P0284,Rakuten Advertising,recurring,264.99,0.3326,,,60,True,https://example.com/offers/o00707,inactive
O00708,P0284,PartnerStack,fixed_amount,,,148.3,,90,False,https://example.com/offers/o00708,unknown
O00709,P0284,Rakuten Advertising,lead,,,,43.08,90,False,https://example.com/offers/o00709,active
O00710,P0284,Amazon Associates,one_time,316.88,0.5445,,,90,False,https://example.com/offers/o00710,active
O00711,P0285,CJ Affiliate,fixed_amount,,,104.67,,60,False,https://example.com/offers/o00711,inactive
O00712,P0286,Rakuten Advertising,lead,,,,67.84,7,False,https://example.com/offers/o00712,inactive
O00713,P0286,ShareASale,one_time,485.86,0.1853,,,90,False,https://example.com/offers/o00713,active
O00714,P0287,Impact,one_time,508.95,0.0648,,,1,False,https://example.com/offers/o00714,active
O00715,P0287,PartnerStack,recurring,422.68,0.5965,,,60,True,https://example.com/offers/o00715,active
O00716,P0287,Rakuten Advertising,fixed_amount,,,113.77,,30,False,https://example.com/offers/o00716,active
O00717,P0288,Direct Program,recurring,18.7,0.2822,,,90,True,https://example.com/offers/o00717,unknown
O00718,P0288,Amazon Associates,fixed_amount,,,127.54,,0,False,https://example.com/offers/o00718,active
O00719,P0288,Rakuten Advertising,lead,,,,44.78,60,False,https://example.com/offers/o00719,active
O00720,P0288,Rakuten Advertising,one_time,15.19,0.1117,,,90,False,https://example.com/offers/o00720,active
O00721,P0289,ShareASale,fixed_amount,,,95.95,,1,False,https://example.com/offers/o00721,active
O00722,P0290,Direct Program,lead,,,,16.03,14,False,https://example.com/offers/o00722,active
O00723,P0290,ShareASale,one_time,246.03,0.078,,,14,False,https://example.com/offers/o00723,active
O00724,P0291,PartnerStack,one_time,143.87,0.5042,,,14,False,https://example.com/offers/o00724,inactive
O00725,P0291,Amazon Associates,recurring,129.01,0.6232,,,0,True,https://example.com/offers/o00725,active
O00726,P0291,Direct Program,fixed_amount,,,106.61,,90,False,https://example.com/offers/o00726,inactive
O00727,P0292,Amazon Associates,recurring,170.12,0.5349,,,30,True,https://example.com/offers/o00727,active
O00728,P0292,Rakuten Advertising,fixed_amount,,,117.45,,60,False,https://example.com/offers/o00728,active
O00729,P0292,Direct Program,lead,,,,12.89,90,False,https://example.com/offers/o00729,inactive
O00730,P0292,Amazon Associates,one_time,134.27,0.567,,,90,False,https://example.com/offers/o00730,active
O00731,P0293,CJ Affiliate,fixed_amount,,,35.18,,7,False,https://example.com/offers/o00731,active
O00732,P0294,Amazon Associates,lead,,,,62.22,0,False,https://example.com/offers/o00732,unknown
O00733,P0294,CJ Affiliate,one_time,168.15,0.1519,,,1,False,https://example.com/offers/o00733,active
O00734,P0295,ShareASale,one_time,413.41,0.724,,,60,False,https://example.com/offers/o00734,active
O00735,P0295,Impact,recurring,374.4,0.674,,,90,True,https://example.com/offers/o00735,inactive
O00736,P0295,Awin,fixed_amount,,,73.01,,60,False,https://example.com/offers/o00736,unknown
O00737,P0296,Direct Program,recurring,354.6,0.7265,,,30,True,https://example.com/offers/o00737,inactive
O00738,P0296,Direct Program,fixed_amount,,,118.51,,7,False,https://example.com/offers/o00738,unknown
O00739,P0296,Impact,lead,,,,70.74,1,False,https://example.com/offers/o00739,inactive
O00740,P0296,Awin,one_time,335.99,0.0383,,,1,False,https://example.com/offers/o00740,unknown
O00741,P0297,CJ Affiliate,fixed_amount,,,126.95,,14,False,https://example.com/offers/o00741,active
O00742,P0298,ShareASale,lead,,,,31.38,7,False,https://example.com/offers/o00742,inactive
O00743,P0298,CJ Affiliate,one_time,414.87,0.3001,,,1,False,https://example.com/offers/o00743,inactive
O00744,P0299,Rakuten Advertising,one_time,447.18,0.3182,,,7,False,https://example.com/offers/o00744,active
O00745,P0299,Amazon Associates,recurring,410.81,0.3332,,,0,True,https://example.com/offers/o00745,active
O00746,P0299,ShareASale,fixed_amount,,,55.55,,0,False,https://example.com/offers/o00746,active
O00747,P0300,Awin,recurring,365.71,0.4747,,,0,True,https://example.com/offers/o00747,active
O00748,P0300,Impact,fixed_amount,,,99.16,,0,False,https://example.com/offers/o00748,unknown
O00749,P0300,Amazon Associates,lead,,,,48.65,14,False,https://example.com/offers/o00749,unknown
O00750,P0300,Awin,one_time,301.01,0.3143,,,90,False,https://example.com/offers/o00750,active
O00751,P0301,Direct Program,fixed_amount,,,111.66,,14,False,https://example.com/offers/o00751,unknown
O00752,P0302,ShareASale,lead,,,,10.83,14,False,https://example.com/offers/o00752,active
O00753,P0302,PartnerStack,one_time,433.32,0.0266,,,90,False,https://example.com/offers/o00753,active
O00754,P0303,Amazon Associates,one_time,393.79,0.6975,,,7,False,https://example.com/offers/o00754,unknown
O00755,P0303,PartnerStack,recurring,376.34,0.6618,,,1,True,https://example.com/offers/o00755,unknown
O00756,P0303,Awin,fixed_amount,,,115.51,,90,False,https://example.com/offers/o00756,active
O00757,P0304,ShareASale,recurring,181.76,0.5434,,,7,True,https://example.com/offers/o00757,active
O00758,P0304,CJ Affiliate,fixed_amount,,,110.02,,0,False,https://example.com/offers/o00758,unknown
O00759,P0304,Impact,lead,,,,41.94,30,False,https://example.com/offers/o00759,inactive
O00760,P0304,PartnerStack,one_time,201.73,0.5728,,,60,False,https://example.com/offers/o00760,unknown
O00761,P0305,PartnerStack,fixed_amount,,,33.37,,1,False,https://example.com/offers/o00761,inactive
O00762,P0306,Awin,lead,,,,67.53,60,False,https://example.com/offers/o00762,active
O00763,P0306,CJ Affiliate,one_time,160.11,0.382,,,1,False,https://example.com/offers/o00763,active
O00764,P0307,PartnerStack,one_time,221.01,0.5807,,,30,False,https://example.com/offers/o00764,inactive
O00765,P0307,Amazon Associates,recurring,199.05,0.4828,,,30,True,https://example.com/offers/o00765,active
O00766,P0307,Rakuten Advertising,fixed_amount,,,10.55,,0,False,https://example.com/offers/o00766,unknown
O00767,P0308,PartnerStack,recurring,225.2,0.5797,,,7,True,https://example.com/offers/o00767,active
O00768,P0308,Rakuten Advertising,fixed_amount,,,103.67,,14,False,https://example.com/offers/o00768,unknown
O00769,P0308,PartnerStack,lead,,,,55.74,30,False,https://example.com/offers/o00769,active
O00770,P0308,Direct Program,one_time,232.52,0.362,,,14,False,https://example.com/offers/o00770,unknown
O00771,P0309,ShareASale,fixed_amount,,,94.47,,30,False,https://example.com/offers/o00771,active
O00772,P0310,Rakuten Advertising,lead,,,,4.22,7,False,https://example.com/offers/o00772,unknown
O00773,P0310,Amazon Associates,one_time,370.8,0.2143,,,60,False,https://example.com/offers/o00773,active
O00774,P0311,CJ Affiliate,one_time,53.82,0.1144,,,0,False,https://example.com/offers/o00774,active
O00775,P0311,Impact,recurring,65.55,0.1934,,,0,True,https://example.com/offers/o00775,active
O00776,P0311,ShareASale,fixed_amount,,,69.23,,1,False,https://example.com/offers/o00776,inactive
O00777,P0312,Awin,recurring,217.48,0.1749,,,30,True,https://example.com/offers/o00777,unknown
O00778,P0312,CJ Affiliate,fixed_amount,,,13.38,,90,False,https://example.com/offers/o00778,active
O00779,P0312,Rakuten Advertising,lead,,,,74.99,7,False,https://example.com/offers/o00779,active
O00780,P0312,Amazon Associates,one_time,180.59,0.1377,,,7,False,https://example.com/offers/o00780,active
O00781,P0313,ShareASale,fixed_amount,,,75.03,,7,False,https://example.com/offers/o00781,active
O00782,P0314,Amazon Associates,lead,,,,3.21,0,False,https://example.com/offers/o00782,inactive
O00783,P0314,Impact,one_time,191.6,0.0616,,,60,False,https://example.com/offers/o00783,active
O00784,P0315,PartnerStack,one_time,348.02,0.5581,,,60,False,https://example.com/offers/o00784,inactive
O00785,P0315,CJ Affiliate,recurring,380.9,0.0681,,,30,True,https://example.com/offers/o00785,active
O00786,P0315,ShareASale,fixed_amount,,,138.38,,90,False,https://example.com/offers/o00786,active
O00787,P0316,CJ Affiliate,recurring,356.06,0.5613,,,14,True,https://example.com/offers/o00787,active
O00788,P0316,Direct Program,fixed_amount,,,87.52,,30,False,https://example.com/offers/o00788,active
O00789,P0316,Amazon Associates,lead,,,,49.05,14,False,https://example.com/offers/o00789,active
O00790,P0316,Direct Program,one_time,377.1,0.4409,,,0,False,https://example.com/offers/o00790,active
O00791,P0317,ShareASale,fixed_amount,,,6.57,,0,False,https://example.com/offers/o00791,inactive
O00792,P0318,PartnerStack,lead,,,,2.26,1,False,https://example.com/offers/o00792,inactive
O00793,P0318,ShareASale,one_time,154.51,0.1729,,,1,False,https://example.com/offers/o00793,inactive
O00794,P0319,Impact,one_time,251.13,0.4351,,,1,False,https://example.com/offers/o00794,active
O00795,P0319,Impact,recurring,285.19,0.5986,,,1,True,https://example.com/offers/o00795,active
O00796,P0319,Amazon Associates,fixed_amount,,,145.29,,90,False,https://example.com/offers/o00796,active
O00797,P0320,ShareASale,recurring,359.74,0.2524,,,0,True,https://example.com/offers/o00797,active
O00798,P0320,Awin,fixed_amount,,,34.05,,60,False,https://example.com/offers/o00798,active
O00799,P0320,Rakuten Advertising,lead,,,,45.44,0,False,https://example.com/offers/o00799,active
O00800,P0320,Impact,one_time,473.05,0.3643,,,60,False,https://example.com/offers/o00800,active
O00801,P0321,ShareASale,fixed_amount,,,125.74,,0,False,https://example.com/offers/o00801,active
O00802,P0322,PartnerStack,lead,,,,71.17,7,False,https://example.com/offers/o00802,unknown
O00803,P0322,Direct Program,one_time,357.32,0.5649,,,1,False,https://example.com/offers/o00803,active
O00804,P0323,Awin,one_time,168.56,0.1592,,,90,False,https://example.com/offers/o00804,active
O00805,P0323,Impact,recurring,183.15,0.7083,,,14,True,https://example.com/offers/o00805,active
O00806,P0323,Awin,fixed_amount,,,140.62,,90,False,https://example.com/offers/o00806,active
O00807,P0324,Amazon Associates,recurring,111.32,0.0436,,,90,True,https://example.com/offers/o00807,active
O00808,P0324,Impact,fixed_amount,,,114.47,,90,False,https://example.com/offers/o00808,inactive
O00809,P0324,Impact,lead,,,,36.92,14,False,https://example.com/offers/o00809,active
O00810,P0324,ShareASale,one_time,99.65,0.6577,,,1,False,https://example.com/offers/o00810,active
O00811,P0325,Direct Program,fixed_amount,,,139.95,,60,False,https://example.com/offers/o00811,unknown
O00812,P0326,Amazon Associates,lead,,,,8.86,1,False,https://example.com/offers/o00812,active
O00813,P0326,ShareASale,one_time,56.32,0.2501,,,90,False,https://example.com/offers/o00813,active
O00814,P0327,Awin,one_time,263.75,0.6446,,,7,False,https://example.com/offers/o00814,active
O00815,P0327,CJ Affiliate,recurring,213.92,0.0607,,,14,True,https://example.com/offers/o00815,unknown
O00816,P0327,Impact,fixed_amount,,,127.95,,30,False,https://example.com/offers/o00816,inactive
O00817,P0328,Direct Program,recurring,459.74,0.5226,,,7,True,https://example.com/offers/o00817,active
O00818,P0328,Impact,fixed_amount,,,51.64,,1,False,https://example.com/offers/o00818,inactive
O00819,P0328,CJ Affiliate,lead,,,,14.63,30,False,https://example.com/offers/o00819,unknown
O00820,P0328,CJ Affiliate,one_time,478.66,0.3326,,,7,False,https://example.com/offers/o00820,active
O00821,P0329,Amazon Associates,fixed_amount,,,65.74,,7,False,https://example.com/offers/o00821,active
O00822,P0330,Direct Program,lead,,,,42.6,30,False,https://example.com/offers/o00822,inactive
O00823,P0330,Impact,one_time,99.87,0.1383,,,14,False,https://example.com/offers/o00823,inactive
O00824,P0331,Direct Program,one_time,203.78,0.5067,,,90,False,https://example.com/offers/o00824,inactive
O00825,P0331,Rakuten Advertising,recurring,270.57,0.5036,,,14,True,https://example.com/offers/o00825,active
O00826,P0331,Direct Program,fixed_amount,,,63.44,,1,False,https://example.com/offers/o00826,unknown
O00827,P0332,Direct Program,recurring,375.31,0.7158,,,1,True,https://example.com/offers/o00827,active
